CID	CIDint	IDSURVEY	TYPE	FIELD	zHD	zHDERR	z	zERR	HOST_LOGMASS	HOST_LOGMASS_ERR	SNRMAX1	SNRMAX2	SNRMAX3	PKMJD	PKMJDERR	x1	x1ERR	c	cERR	mB	mBERR	x0	x0ERR	COV_x1_c	COV_x1_x0	COV_c_x0	NDOF	FITCHI2	FITPROB	RA	DECL	TGAPMAX	MU	MUERR	MUERR_NOSIGMB	MURES	MUPULL	sbar	cbar	ERRCODE
15234	15234	1	120	82N	0.13514	0.00001	0.13636	0.00001	10.524	0.061	38.7582	33.9116	16.4142	54032.781	0.203	0.8909	0.2084	0.1265	0.0275167	20.230295097600003	0.0353934	0.000149243136986	5.00066e-6	0.000807636	-2.65368e-7	-1.07405e-7	45	49.6093	0.2946	16.95826	0.828089	0.828089	39.26	0.0667	0.0667	0.221	3.314	0.619	0.198	0
11300	11300	1	120	82N	0.13552	0.00001	0.13684	0.00001	9.542	0.081	40.1996	33.9129	23.0765	53699.5	0.034	-1.55181	0.5906	0.0828177	0.03053	20.0260841239	0.0344079	0.000170435122885	5.66428e-6	0.00745277	-1.02512e-6	-1.35285e-7	12	16.9773	0.1505	6.750446	-0.586694	-0.586694	38.9093	0.0843	0.0843	-0.138	-1.637	-0.92	0.064	0
17629	17629	1	120	82S	0.13639	0.00001	0.13741	0.00001	11.199	0.056	40.198	38.7624	23.0743	54370.41	0.115	-0.341331	0.1484	0.0608817	0.0266227	19.836233052100003	0.0369255	0.000214535235059	7.55161e-6	0.000654312	-4.44603e-7	-1.54072e-7	61	85.2153	0.0220172	30.636372	-1.089237	-1.089237	38.8969	0.0627	0.0627	-0.16	-2.556	-0.206	0.006	0
19775	19775	1	120	82N	0.13687	0.00001	0.13809	0.00001	10.486	0.104	37.422	31.0033	19.0187	54404.422	0.188	-0.219035	0.2049	0.0891033	0.0305365	20.0536991618	0.0574244	0.000175596519334	9.75853e-6	0.00101402	-3.347e-7	-2.2198e-7	44	32.0125	0.9105	-41.044006	0.651202	0.651202	39.044	0.0679	0.0679	-0.025	-0.365	-0.192	0.081	0
18602	18602	1	120	82S	0.13696	0.00001	0.13834	0.00001	9.299	0.106	33.9113	25.8281	15.9374	54393.82	0.133	0.9157	0.1879	0.056553	0.0291901	19.797564788099997	0.0527867	0.000210372596569	0.0000105394	0.00131879	-5.38151e-7	-2.32107e-7	40	44.2804	0.2958	-21.01651	0.609157	0.609157	39.1076	0.0636	0.0636	0.034	0.542	0.886	0.067	0
17366	17366	1	120	82N	0.13811	0.00001	0.13929	0.00001	10.969	0.056	45.2282	43.4213	26.4584	54351.473	0.248	0.5697	0.1696	-0.0922977	0.0252628	19.3046517698	0.0510403	0.000350068612454	0.0000165124	0.000148985	-3.62808e-7	-3.04443e-7	43	34.0506	0.8335	-44.212769	-1.02926	-1.02926	38.9677	0.0604	0.0604	-0.122	-2.012	0.727	-0.126	0
15171	15171	1	120	82S	0.13818	0.00001	0.1392	0.00001	8.85	0.142	57.1361	38.7631	24.104	54029.148	0.139	0.6685	0.1491	-0.0768217	0.0257553	19.357262419999998	0.0618493	0.000315577621143	0.0000181907	0.000265264	-1.47832e-7	-3.58623e-7	65	81.6916	0.0789812	-55.207489	-1.06454	-1.06454	39.0461	0.0547	0.0547	-0.042	-0.761	0.709	-0.088	0
20084	20084	1	120	82N	0.13833	0.00001	0.13973	0.00001	9.191	0.096	28.551	27.1189	16.4174	54407.18	0.257	0.06748	0.2862	0.1414	0.0302946	20.277769405199997	0.0449921	0.000135180074875	5.90992e-6	0.00175616	-3.56102e-7	-1.35742e-7	32	36.8088	0.256	-12.024872	-0.578173	-0.578173	39.206	0.0721	0.0721	0.109	1.516	-0.117	0.173	0
17208	17208	1	120	82N	0.13864	0.00001	0.14	0.00001	8.77	0.202	37.4283	37.4242	18.3721	54342.062	0.031	0.8592	0.228	-0.0692201	0.0294386	19.6589097361	0.0388009	0.000239014009092	8.52881e-6	0.00108394	-2.23872e-7	-2.03836e-7	35	21.3309	0.975	1.491484	1.102998	1.102998	39.351	0.0667	0.0667	0.25	3.743	0.584	0.021	0
12928	12928	1	120	82N	0.13868	0.00001	0.1397	0.00001	11.031	0.075	40.2012	36.1762	20.4555	53972.914	1.19	-0.537918	0.4025	-0.0703343	0.0347902	19.6362202456	0.0691654	0.000257930319775	0.0000167256	-0.00460125	1.99874e-6	-4.44339e-7	35	17.924	0.9926	-54.991058	-0.975747	-0.975747	39.0761	0.099	0.099	-0.02	-0.203	-0.476	-0.076	0
1794	1794	1	120	82N	0.1407	0.00001	0.14191	0.00001	9.27	0.076	41.7464	30.9997	22.5872	53624.68	0.55	1.1683	0.3208	0.0319205	0.0290618	19.785361447299998	0.0572016	0.000212742118282	0.0000114123	0.000367101	-2.93294e-8	-2.45773e-7	44	34.7437	0.8653	-42.163269	-0.445407	-0.445407	39.2072	0.074	0.074	0.074	0.998	0.99	0.049	0
2635	2635	1	120	82S	0.1431	0.00001	0.1437	0.00001	9.971	0.054	40.201	35.0107	21.2612	53640.273	0.175	0.858	0.1371	-0.0488858	0.0258182	19.507454770499997	0.0579845	0.000274811141371	0.0000148885	0.0000899513	-1.61049e-7	-2.89226e-7	76	72.3168	0.5985	52.704247	-1.238154	-1.238154	39.1363	0.057	0.057	-0.027	-0.469	0.884	-0.057	0
17497	17497	1	120	82N+82S	0.14387	0.00001	0.14479	0.00001	10.428	0.052	57.1315	41.744	25.8233	54364.738	0.123	0.9125	0.1263	0.040183	0.0222472	19.80940012	0.0329506	0.000219902326541	6.80479e-6	0.000131597	-1.61073e-7	-1.11895e-7	89	99.3385	0.2129	37.13649	-1.042209	-1.042209	39.1098	0.0537	0.0537	-0.071	-1.325	0.978	0.016	0
8921	8921	1	120	82N+82S	0.14409	0.00001	0.14539	0.00001	10.216	0.058	30.1424	29.3313	18.3762	53693.008	0.191	0.8047	0.2509	-0.0199277	0.0291366	19.7029525748	0.047605	0.000242554137574	0.0000108162	0.0030173	-1.23979e-6	-2.38412e-7	35	38.6596	0.3504	-34.998077	-0.008034	-0.008034	39.1746	0.0637	0.0637	-0.016	-0.253	0.826	-0.025	0
14024	14024	1	120	82S	0.14478	0.00001	0.146	0.00001	8.934	0.198	23.0717	19.7108	14.6349	54011.168	0.212	-1.92164	0.2009	0.0323872	0.0358546	20.193284002	0.0716565	0.000146105348046	0.0000101785	0.000837442	-2.33753e-7	-2.69579e-7	77	38.5362	0.9999	-41.801483	0.916269	0.916269	39.1811	0.0788	0.0788	-0.02	-0.248	-1.906	0.026	0
17605	17605	1	120	82S	0.14533	0.00001	0.14643	0.00001	10.839	0.049	30.1459	27.8248	15.9361	54352.605	0.883	0.799	0.4505	0.0109964	0.0403347	19.8239995608	0.0674077	0.000216978684017	0.0000139378	-0.00043242	-2.63063e-7	-4.37321e-7	24	30.317	0.1745	-50.797302	0.098361	0.098361	39.1989	0.1079	0.1079	-0.009	-0.081	0.825	0.009	0
19940	19940	1	120	82S	0.14581	0.00001	0.147	0.00001	-9	-9	51.6915	43.4175	25.2247	54407.77	0.17	1.0287	0.2092	-0.00825165	0.025213	19.5122464241	0.0505346	0.000281254757708	0.0000132938	0.000905877	-3.319e-7	-2.47662e-7	34	49.1102	0.0451976	-44.606506	-0.268549	-0.268549	39.009	0.057	0.057	-0.208	-3.648	1.325	-0.065	0
12930	12930	1	120	82N	0.14606	0.00001	0.14717	0.00001	10.896	0.055	40.1997	29.3272	18.3686	53979.691	0.364	1.8872	0.4024	0.0156581	0.0349211	19.7107651538	0.0598097	0.000240823837179	0.0000123523	0.00355161	-2.16478e-6	-3.27478e-7	29	24.6691	0.7409	-50.317291	-0.474598	-0.474598	39.2236	0.0921	0.0921	0.004	0.044	1.88	0.016	0
2308	2308	1	120	82N	0.14703	0.00001	0.148	0.00001	-9	-9	49.3421	43.4153	26.4578	53630.59	0.141	0.6713	0.1253	-0.177507	0.0217049	19.2733456108	0.0319502	0.000350490992656	9.96805e-6	0.0000958734	-3.16561e-7	-1.50997e-7	62	69.6436	0.2359	34.272732	0.2802	0.2802	39.2447	0.0555	0.0555	0.012	0.213	0.661	-0.174	0
13796	13796	1	120	82S	0.14729	0.00001	0.1487	0.00001	10.325	0.055	54.2791	47.1945	26.4573	54010.461	0.119	0.8018	0.119	-0.0199961	0.00457786	19.594924904200003	0.0243703	0.000267930706534	6.05136e-6	7.30301e-6	-1.08398e-7	-5.8628e-9	65	42.0142	0.9881	-9.308502	0.532802	0.532802	39.0664	0.0324	0.0324	-0.178	-5.486	1.211	-0.027	0
14437	14437	1	120	82S	0.14792	0.00001	0.14927	0.00001	10.186	0.117	41.7501	38.7637	24.6514	54009.898	0.124	0.6228	0.1253	-0.100815	0.0253079	19.4463681972	0.0551769	0.000307222415892	0.0000156371	0.00027318	-2.09172e-7	-2.90369e-7	76	73.425	0.5624	-27.919128	-1.196416	-1.196416	39.1433	0.0559	0.0559	-0.11	-1.966	0.697	-0.134	0
21510	21510	1	120	82N	0.14823	0.00001	0.14957	0.00001	10.642	0.056	37.4272	24.1139	15.9425	54429.461	0.306	-0.808146	0.3246	-0.152357	0.0276078	19.455667139000003	0.0362752	0.000304614290997	9.95079e-6	0.00228897	-5.47462e-7	-1.59829e-7	17	19.9545	0.3354	7.352727	0.831368	0.831368	39.112	0.0753	0.0753	-0.146	-1.938	-0.559	-0.191	0
13736	13736	1	120	82S	0.14882	0.00001	0.15021	0.00001	9.678	0.08	43.4166	37.4233	21.6847	54015.793	0.132	1.1266	0.1685	-0.025109	0.0245808	19.6600179478	0.0457892	0.000238786764566	0.0000101234	0.000419461	-3.51855e-7	-1.78553e-7	68	90.0451	0.0380725	-23.166748	1.030895	1.030895	39.2527	0.0594	0.0594	-0.015	-0.259	1.147	-0.03	0
